"Seviye","Kelime","Tür","Anlam","Cümle"
"A1 3 F","insect","noun","böcek","There are many small insects in the garden. Bahçede birçok küçük böcek var."
"A1 3 F","instead","adverb","yerine","I drank tea instead of coffee. Kahve yerine çay içtim."
"A1 3 F","instrument","noun","enstrüman, çalgı","He plays a musical instrument very well. Çok iyi bir müzik aleti çalıyor."
"A1 3 F","interested","adjective","ilgili","She is interested in art and history. O sanat ve tarihle ilgileniyor."
"A1 3 F","interesting","adjective","ilginç","This is a very interesting book. Bu çok ilginç bir kitap."
"A1 3 F","invent","verb","icat etmek","Thomas Edison invented the light bulb. Thomas Edison ampulü icat etti."
"A1 3 F","invitation","noun","davetiye","We received an invitation to the party. Partiye bir davetiye aldık."
"A1 3 F","jam","noun","reçel","I like eating strawberry jam for breakfast. Kahvaltıda çilek reçeli yemeyi severim."
"A1 3 F","January","noun","ocak (ay)","January is the first month of the year. Ocak, yılın ilk ayıdır."
"A1 3 F","job","noun","iş, meslek","He loves his new teaching job. Yeni öğretmenlik işini çok seviyor."
"A1 3 F","join (a club)","verb","katılmak (bir kulübe vb.)","She joined the school tennis club. Okul tenis kulübüne katıldı."
"A1 3 F","journalist","noun","gazeteci","The journalist wrote an article about the city. Gazeteci şehir hakkında bir makale yazdı."
"A1 3 F","journey","noun","yolculuk","Our train journey took five hours. Tren yolculuğumuz beş saat sürdü."
"A1 3 F","July","noun","temmuz","We went to the seaside in July. Temmuz ayında deniz kenarına gittik."
"A1 3 F","June","noun","haziran","School finishes at the end of June. Okul haziran sonunda biter."
"A1 3 F","just","adverb","sadece, henüz","I have just finished my work. İşimi henüz bitirdim."
"A1 3 F","Katy","noun","özel isim (Katy)","Katy is reading a book in her room. Katy odasında kitap okuyor."
"A1 3 F","keep","verb","saklamak, tutmak","Keep your room clean and tidy. Odanı temiz ve düzenli tut."
"A1 3 F","key","noun","anahtar","I can't open the door without my key. Anahtarım olmadan kapıyı açamam."
"A1 3 F","kilometre (US kilometer)","noun","kilometre","We walked five kilometres today. Bugün beş kilometre yürüdük."
"A1 3 F","kind","adjective","nazik, kibar","She is a very kind and helpful person. O çok nazik ve yardımsever bir insandır."
"A1 3 F","king","noun","kral","The king ruled the country wisely. Kral ülkeyi bilgelikle yönetti."
"A1 3 F","knee","noun","diz","He fell down and hurt his knee. Düşüp dizini incitti."
"A1 3 F","knife","noun","bıçak","Cut the bread with a sharp knife. Ekmek keskin bir bıçakla kes."
"A1 3 F","land","verb","yere inmek (uçak vb.)","The plane landed safely at the airport. Uçak havaalanına güvenli bir şekilde indi."
"A1 3 F","language","noun","dil, lisan","English is an international language. İngilizce uluslararası bir dildir."
"A1 3 F","large","adjective","geniş, büyük","They live in a large house with a garden. Bahçeli büyük bir evde yaşıyorlar."
"A1 3 F","late","adj + adv","geç","I arrived late for the meeting. Toplantıya geç kaldım."
"A1 3 F","later","adverb","daha sonra","I will call you later this evening. Seni bu akşam daha sonra arayacağım."
"A1 3 F","lazy","adjective","tembel","Don't be lazy, clean your room. Tembel olma, odanı temizle."
"A1 3 F","leave","verb","ayrılmak, terk etmek","We will leave for London tomorrow. Yarın Londra için ayrılacağız."
"A1 3 F","left (as in direction)","adj + noun","sol, sola","Turn left at the next traffic lights. Sonraki trafik ışıklarından sola dön."
"A1 3 F","let","verb","izin vermek","My mother let me go to the party. Annem partiye gitmeme izin verdi."
"A1 3 F","letter (as in mail)","noun","mektup","I received a handwritten letter from my friend. Arkadaşımdan elle yazılmış bir mektup aldım."
"A1 3 F","lie (as in lie down)","verb","uzanmak","I am tired, I will lie down for a while. Yorgunum, biraz uzanacağım."
"A1 3 F","lift (ride)","noun","araçla alma, otostop","Can you give me a lift to the station? İstasyona kadar beni arabayla bırakabilir misin?"
"A1 3 F","lift","verb","kaldırmak","This box is too heavy to lift. Bu kutuyu kaldırmak için çok ağır."
"A1 3 F","light","adj + noun","hafif, açık renk / ışık","Turn on the light, it's getting dark. Işığı aç, hava kararıyor."
"A1 3 F","London","noun","Londra","London is the capital city of England. Londra, İngiltere'nin başkentidir."
"A1 3 F","look after","verb","bakmak, ilgilenmek","She looks after her younger brother. Küçük erkek kardeşiyle ilgileniyor."
"A1 3 F","look like","verb","benzemek","She looks like her mother. Annesine benziyor."
"A1 3 F","lovely","adjective","güzel, sevimli","We had a lovely holiday by the sea. Deniz kenarında harika bir tatil geçirdik."
"A1 3 F","low","adjective","alçak, düşük","The temperature is very low today. Bugün sıcaklık çok düşük."
"A1 3 F","lucky","adjective","şanslı","I was lucky to win the prize. Ödülü kazandığım için şanslıydım."
"A1 3 F","magazine","noun","dergi","She is reading a fashion magazine. Moda dergisi okuyor."
"A1 3 F","make sure","verb","emin olmak","Make sure you lock the door before leaving. Çıkmadan önce kapıyı kilitlediğinden emin ol."
"A1 3 F","manager","noun","müdür, yönetici","He works as the store manager. Mağaza müdürü olarak çalışıyor."
"A1 3 F","March","noun","mart","Spring begins in March in our country. Ülkemizde ilkbahar mart ayında başlar."
"A1 3 F","married","adjective","evli","They have been married for ten years. On yıldır evliler."
"A1 3 F","match (football)","noun","maç (futbol maçı)","We watched a great football match on TV. Televizyonda harika bir futbol maçı izledik."
"A1 3 F","maths (US math)","noun","matematik","I like solving maths problems. Matematik problemlerini çözmeyi severim."
"A1 3 F","May","noun","mayıs","Flowers bloom everywhere in May. Mayıs ayında her yerde çiçekler açar."
"A1 3 F","may","verb","-ebilir (olasılık)","It may rain later this afternoon, take an umbrella. Öğleden sonra yağmur yağabilir, şemsiye al."
"A1 3 F","meal","noun","öğün, yemek","Breakfast is the most important meal of the day. Kahvaltı günün en önemli öğünüdür."
"A1 3 F","mechanic","noun","tamirci, mekaniker","The mechanic fixed our car engine. Tamirci arabamızın motorunu tamir etti."
"A1 3 F","medicine","noun","ilaç","Take your medicine and go to sleep. İlacını al ve uyu."
"A1 3 F","meet","verb","buluşmak, tanışmak","Let's meet at the café after school. Okuldan sonra kafede buluşalım."
"A1 3 F","meeting","noun","toplantı","The manager is attending a meeting right now. Müdür şu anda bir toplantıya katılıyor."
"A1 3 F","member","noun","üye","He is a member of the school chess club. Okul satranç kulübünün bir üyesidir."
"A1 3 F","metal","adj + noun","metal","The door has a strong metal handle. Kapının güçlü bir metal kolu var."
"A1 3 F","Michael","noun","özel isim (Michael)","Michael plays tennis every weekend. Michael her hafta sonu tenis oynar."
"A1 3 F","midday","noun","öğle vakti","The sun is right above us at midday. Öğle vaktinde güneş tam tepemizdedir."
"A1 3 F","middle","noun + adj","orta, ortasında","He sat in the middle of the room. Odanın ortasına oturdu."
"A1 3 F","midnight","noun","gece yarısı","The train arrived at midnight. Tren gece yarısı vardı."
"A1 3 F","might","verb","-ebilir (zayıf olasılık)","It might rain, so take your coat. Yağmur yağabilir, bu yüzden montunu al."
"A1 3 F","million","noun","milyon","The city has a population of two million. Şehrin iki milyon nüfusu var."
"A1 3 F","mind","verb","önemsemek, sakıncası olmak","Do you mind if I open the window? Pencereyi açmamın sakıncası var mı?"
"A1 3 F","minute","noun","dakika","Wait for me, I will be ready in a minute. Beni bekle, bir dakikaya hazır olacağım."
"A1 3 F","missing","adjective","kayıp, eksik","One of my books is missing. Kitaplarımdan biri kayıp."
"A1 3 F","mix","verb","karıştırmak","Mix the flour and milk together. Unu ve sütü birlikte karıştır."
"A1 3 F","money","noun","para","I don't have enough money to buy this car. Bu arabayı satın almak için yeterli param yok."
"A1 3 F","month","noun","ay (zaman dilimi)","There are twelve months in a year. Bir yılda on iki ay vardır."
"A1 3 F","motorway","noun","otoyol","We drove fast on the motorway. Otoyolda hızlıca sürdük."
"A1 3 F","much","adv + det + pron","çok fazla","Thank you very much for your help. Yardımın için çok teşekkür ederim."
"A1 3 F","museum","noun","müze","We visited the historical museum on Sunday. Pazar günü tarihi müzeyi ziyaret ettik."
"A1 3 F","necklace","noun","kolye","He bought a silver necklace for her birthday. Doğum günü için gümüş bir kolye satın aldı."
"A1 3 F","nest","noun","kuş yuvası","The little birds are sitting in their nest. Küçük kuşlar yuvalarında oturuyor."
"A1 3 F","news","noun","haber, haberler","I always watch the evening news on TV. Televizyonda her zaman akşam haberlerini izlerim."
"A1 3 F","newspaper","noun","gazete","My grandfather reads the morning newspaper. Büyükbabam sabah gazetesini okur."
"A1 3 F","next","adj + adv","gelecek, sonraki","See you next week! Gelecek hafta görüşürüz!"
"A1 3 F","no problem","exclamation","sorun değil","Thank you. -No problem. Teşekkür ederim. -Sorun değil."
"A1 3 F","noisy","adjective","gürültülü","The children are playing a noisy game. Çocuklar gürültülü bir oyun oynuyor."
"A1 3 F","no-one","pronoun","hiç kimse","No-one knows the answer to this question. Bu sorunun cevabını hiç kimse bilmiyor."
"A1 3 F","north","noun","kuzey","Birds fly to the south in winter. (Kuzey yönü) The cold wind blows from the north. Kuzeyden soğuk rüzgar esiyor."
"A1 3 F","November","noun","kasım","November is usually a cold month. Kasım genellikle soğuk bir aydır."
"A1 3 F","nowhere","adverb","hiçbir yer","I searched for my phone, but it is nowhere. Telefonumu aradım, ama hiçbir yerde yok."
"A1 3 F","ocean","noun","okyanus","Whales live in the deep ocean. Balinalar derin okyanusta yaşar."
"A1 3 F","October","noun","ekim","The leaves fall from trees in October. Ekim ayında ağaçlardan yapraklar düşer."
"A1 3 F","octopus","noun","ahtapot","An octopus has eight arms. Bir ahtapotun sekiz kolu vardır."
"A1 3 F","of course","adverb","tabii ki","Can you help me? -Of course! Bana yardım edebilir misin? -Tabii ki!"
"A1 3 F","offce","noun","ofis, büro","My mother works in a downtown office. Annem şehir merkezindeki bir ofiste çalışıyor."
"A1 3 F","Oliver","noun","özel isim (Oliver)","Oliver likes playing football in the garden. Oliver bahçede futbol oynamayı sever."
"A1 3 F","olives","noun","zeytin","I eat green olives for breakfast. Kahvaltıda yeşil zeytin yerim."
"A1 3 F","once","adverb","bir kez, bir defa","I visited London once. Londra'yı bir kez ziyaret ettim."
"A1 3 F","online","adjective","çevrim içi","You can buy tickets online. Biletleri çevrim içi satın alabilirsin."
"A1 3 F","other","det + pron","diğer, öteki","Where are the other books? Diğer kitaplar nerede?"
"A1 3 F","oven","noun","fırın (pişirici)","Bake the cake in the oven for 30 minutes. Keki fırında 30 dakika pişir."
"A1 3 F","over","adv + prep","üzerinde, ötesinde","The plane flew over the city. Uçak şehrin üzerinden uçtu."
"A1 3 F","p.m. (for time)","noun","öğleden sonra (saatler için)","The meeting is at 3 p.m. Toplantı öğleden sonra saat 3'te."
"A1 3 F","pajamas (UK pyjamas)","noun","pijama","Put on your pajamas before going to bed. Yatmadan önce pijamanı giy."
"A1 3 F","passenger","noun","yolcu","All passengers must fasten their seatbelts. Tüm yolcular emniyet kemerlerini bağlamalıdır."
"A1 3 F","past","noun + prep","geçen / -i geçe (saatlerde)","It is ten past five. Saat beşi on geçiyor."
"A1 3 F","path","noun","patika, yol","We followed the narrow path through the woods. Ormandaki dar patikayı takip ettik."
"A1 3 F","pepper","noun","biber","Add some salt and pepper to the soup. Çorbaya biraz tuz ve biber ekle."
"A1 3 F","perhaps","adverb","belki","Perhaps we can go to the cinema tomorrow. Belki yarın sinemaya gidebiliriz."
"A1 3 F","photographer","noun","fotoğrafçı","The photographer took pictures of the wedding. Fotoğrafçı düğünün fotoğraflarını çekti."
"A1 3 F","piece","noun","parça","Would you like a piece of cake? Bir dilim kek ister misin?"
"A1 3 F","pilot","noun","pilot","The pilot safely landed the airplane. Pilot uçağı güvenli bir şekilde indirdi."
"A1 3 F","pizza","noun","pizza","We ordered a large cheese pizza. Büyük bir peynirli pizza sipariş ettik."
"A1 3 F","planet","noun","gezegen","Earth is the planet we live on. Dünya üzerinde yaşadığımız gezegendir."
"A1 3 F","plastic","adj + noun","plastik","Don't use single-use plastic bags. Tek kullanımlık plastik poşetler kullanma."
"A1 3 F","platform","noun","peron","The train to London leaves from platform two. Londra treni ikinci perondan kalkıyor."
"A1 3 F","pleased","adjective","memnun","I am very pleased with your work. Çalışmandan çok memnunum."
"A1 3 F","pocket","noun","cep","He put his hands in his coat pockets. Ellerini montunun cebine koydu."
"A1 3 F","police offcer","noun","polis memuru","The police officer helped us find the way. Polis memuru yolu bulmamıza yardım etti."
"A1 3 F","police station","noun","polis merkezi","We reported the lost bag at the police station. Kayıp çantayı polis merkezine bildirdik."
"A1 3 F","pond","noun","gölet","Ducks are swimming in the garden pond. Bahçe göletinde ördekler yüzüyor."
"A1 3 F","poor","adjective","fakir, yoksul","He helps poor people in his town. Kasabasındaki yoksul insanlara yardım eder."
"A1 3 F","pop music","noun","pop müzik","She likes listening to pop music. Pop müzik dinlemeyi sever."
"A1 3 F","popular","adjective","popüler","Football is a very popular sport worldwide. Futbol dünya çapında çok popüler bir spordur."
"A1 3 F","post","verb","postalamak, göndermek","I need to post this letter today. Bu mektubu bugün postalamam gerekiyor."
"A1 3 F","post offce","noun","postane","I bought stamps at the post office. Postaneden pul satın aldım."
"A1 3 F","postcard","noun","kartpostal","She sent a nice postcard from Paris. Paris'ten güzel bir kartpostal gönderdi."
"A1 3 F","prefer","verb","tercih etmek","I prefer tea to coffee. Çayı kahveye tercih ederim."
"A1 3 F","prepare","verb","hazırlamak","Mom is preparing dinner in the kitchen. Anne mutfakta akşam yemeği hazırlıyor."
"A1 3 F","prize","noun","ödül","He won first prize in the competition. Yarışmada birincilik ödülünü kazandı."
"A1 3 F","problem","noun","sorun, problem","We can easily solve this math problem. Bu matematik problemini kolayca çözebiliriz."
"A1 3 F","programme (US program)","noun","program, yayın","I watched an interesting science program on TV. Televizyonda ilginç bir bilim programı izledim."
"A1 3 F","project","noun","proje","Students are working on a school project. Öğrenciler bir okul projesi üzerinde çalışıyor."
"A1 3 F","pull","verb","çekmek","Pull the door to open it. Açmak için kapıyı çek."
"A1 3 F","push","verb","itmek","Push the door to open it. Açmak için kapıyı it."
"A1 3 F","puzzle","noun","bulmaca, yapboz","I like solving crossword puzzles. Bulmaca çözmeyi severim."
"A1 3 F","pyjamas (US pajamas)","noun","pijama","Put on your warm pyjamas before bed. Yatmadan önce sıcak pijamalarını giy."
"A1 3 F","pyramid","noun","piramit","The ancient pyramids of Egypt are famous. Mısır'ın antik piramitleri ünlüdür."
"A1 3 F","quarter","noun","çeyrek","It is a quarter past three. Saat üçü çeyrek geçiyor."
"A1 3 F","queen","noun","kraliçe","The queen ruled the kingdom wisely. Kraliçe krallığı bilgelikle yönetti."
"A1 3 F","quite","adverb","oldukça","The test was quite easy. Test oldukça kolaydı."
"A1 3 F","quiz","noun","kısa sınav, quiz","We had a surprise English quiz today. Bugün sürpriz bir İngilizce sınavımız oldu."
"A1 3 F","race","noun + var","yarış / yarışmak","He won the 100-meter running race. 100 metre koşu yarışını kazandı."
"A1 3 F","racing (car; bike)","adjective","yarış (arabası, bisikleti)","He watched the car racing on TV. Televizyonda araba yarışını izledi."
"A1 3 F","railway","noun","demiryolu","The old railway goes through the mountains. Eski demiryolu dağlardan geçiyor."
"A1 3 F","ready","adjective","hazır","Are you ready for the exam? Sınav için hazır mısın?"
"A1 3 F","remember","verb","hatırlamak","I can't remember his name. Onun adını hatırlayamıyorum."
"A1 3 F","repair","verb","tamir etmek","He is repairing his broken bicycle. Kırık bisikletini tamir ediyor."
"A1 3 F","repeat","verb","tekrar etmek","Please repeat what you said. Lütfen söylediğini tekrar et."
"A1 3 F","restaurant","noun","restoran, lokanta","We had dinner at an Italian restaurant. İtalyan restoranında akşam yemeği yedik."
"A1 3 F","rich","adjective","zengin","He lives in a large house because he is rich. Zengin olduğu için büyük bir evde yaşıyor."
"A1 3 F","Richard","noun","özel isim (Richard)","Richard plays tennis every Saturday. Richard her cumartesi tenis oynar."
"A1 3 F","right (as in direction)","noun","sağ, sağ taraf","Turn right at the corner. Köşeden sağa dön."
"A1 3 F","right","adjective","doğru, haklı","You are right, this is the best choice. Haklısın, bu en iyi seçim."
"A1 3 F","ring","noun","yüzük, halka","She is wearing a gold wedding ring. Altın bir evlilik yüzüğü takıyor."
"A1 3 F","Robert","noun","özel isim (Robert)","Robert likes reading history books. Robert tarih kitapları okumayı sever."
"A1 3 F","rock music","noun","rock müzik","He loves listening to loud rock music. Yüksek sesli rock müzik dinlemeyi sever."
"A1 3 F","rocket","noun","roket","The space rocket launched into the sky. Uzay roketi gökyüzüne fırlatıldı."
"A1 3 F","rucksack (US backpack)","noun","sırt çantası","He carries his books in a heavy rucksack. Kitaplarını ağır bir sırt çantasında taşıyor."
"A1 3 F","salt","noun","tuz","The soup needs a little more salt. Çorbanın biraz daha tuza ihtiyacı var."
"A1 3 F","same","adjective","aynı","We are wearing the same shoes. Aynı ayakkabıları giyiyoruz."
"A1 3 F","Sarah","noun","özel isim (Sarah)","Sarah is playing the piano in her room. Sarah odasında piyano çalıyor."
"A1 3 F","save","verb","kurtarmak, biriktirmek","He is trying to save money for a car. Bir araba için para biriktirmeye çalışıyor."
"A1 3 F","science","noun","fen bilgisi, bilim","Physics and chemistry are science subjects. Fizik ve kimya fen dersleridir."
"A1 3 F","scissors","noun","makas","Cut the paper with a pair of scissors. Kağıdı bir makasla kes."
"A1 3 F","score","noun","skor, puan","The final match score was two to one. Son maç skoru ikiye birdi."
"A1 3 F","screen","noun","ekran","Clean your computer screen regularly. Bilgisayar ekranını düzenli olarak temizle."
"A1 3 F","search","noun + var","arama / aramak","I did a web search for the information. Bilgi için internette bir arama yaptım."
"A1 3 F","secret","noun","sır","Can you keep a secret? Bir sırrı saklayabilir misin?"
"A1 3 F","sell","verb","satmak","They decided to sell their old car. Eski arabalarını satmaya karar verdiler."
"A1 3 F","September","noun","eylül","School starts again in September. Okul eylülde yeniden başlar."
"A1 3 F","several","adjective","birkaç, birtakım","Several students were absent today. Bugün birkaç öğrenci yoktu."
"A1 3 F","shampoo","noun","şampuan","She washed her hair with herbal shampoo. Bitkisel şampuanla saçını yıkadı."
"A1 3 F","shelf","noun","raf","Put the books back on the shelf. Kitapları rafa geri koy."
"A1 3 F","should","verb","-meli, -malı (tavsiye)","You should study hard for the exam. Sınav için çok çalışmalısın."
"A1 3 F","silver","adj + noun","gümüş","She is wearing a nice silver ring. Güzel bir gümüş yüzük takıyor."
"A1 3 F","since","preposition","-den beri","I have lived here since 2010. 2010'dan beri burada yaşıyorum."
"A1 3 F","singer","noun","şarkıcı","Tarkan is a very famous pop singer. Tarkan çok ünlü bir pop şarkıcısıdır."
"A1 3 F","ski","noun + var","kayak / kayak yapmak","We went skiing in the mountains last winter. Geçen kış dağlarda kayak yapmaya gittik."
"A1 3 F","skyscraper","noun","gökdelen","New York is famous for its tall skyscrapers. New York yüksek gökdelenleriyle ünlüdür."
"A1 3 F","sledge","noun + var","kızak / kızakla kaymak","Children love sledging down the snowy hill. Çocuklar karlı tepeden kızakla kaymayı sever."
"A1 3 F","smell","noun + var","koku / kokmak, koklamak","The flowers in the garden smell wonderful. Bahçedeki çiçekler harika kokuyor."
"A1 3 F","snack","noun","atıştırmalık","I ate a quick snack before dinner. Akşam yemeğinden önce hızlı bir atıştırmalık yedim."
"A1 3 F","snowball","noun","kartopu","Children threw snowballs at each other. Çocuklar birbirlerine kartopu attı."
"A1 3 F","snowboard","noun","snowboard (kar tahtası)","He bought a new snowboard for winter. Kış için yeni bir snowboard aldı."
"A1 3 F","snowboarding","noun","snowboard yapma","Snowboarding is a very popular winter sport. Snowboard yapmak çok popüler bir kış sporu."
"A1 3 F","snowman","noun","kardan adam","We built a big snowman in the yard. Avluda büyük bir kardan adam yaptık."
"A1 3 F","so","adv + conj","bu yüzden, öyle","It was raining, so we stayed inside. Yağmur yağıyordu, bu yüzden içeride kaldık."
"A1 3 F","soap","noun","sabun","Wash your hands thoroughly with soap. Ellerinizi sabunla iyice yıkayın."
"A1 3 F","soft","adjective","yumuşak","This sofa is very comfortable and soft. Bu kanepe çok rahat ve yumuşaktır."
"A1 3 F","somewhere","adverb","bir yerlerde","I left my keys somewhere in the house. Anahtarlarımı evde bir yerlerde unuttum."
"A1 3 F","soon","adverb","yakında","See you soon! Yakında görüşürüz!"
"A1 3 F","Sophia","noun","özel isim (Sophia)","Sophia is reading a story book. Sophia bir hikaye kitabı okuyor."
"A1 3 F","sore","adjective","ağrıyan, sızlayan","I have a sore throat today. Bugün boğazım ağrıyor."
"A1 3 F","sound","noun + var","ses / ses çıkarmak, gibi gelmek","That sounds like a great idea. Bu harika bir fikir gibi geliyor."
"A1 3 F","south","noun","güney","Birds fly to the south in winter. Kuşlar kışın güneye uçar."
"A1 3 F","space","noun","uzay, boşluk","The spaceship traveled deep into space. Uzay gemisi uzayın derinliklerine seyahat etti."
"A1 3 F","spaceship","noun","uzay gemusu","Astronauts travel to other planets by spaceship. Astronotlar uzay gemisiyle diğer gezegenlere seyahat eder."
"A1 3 F","speak","verb","konuşmak","She can speak three languages fluently. Akıcı bir şekilde üç dil konuşabiliyor."
"A1 3 F","special","adjective","özel","Today is a very special day for us. Bugün bizim için çok özel bir gün."
"A1 3 F","spend","verb","harcamak, geçirmek","He spends a lot of time reading books. Kitap okumaya çok zaman harcıyor."
"A1 3 F","spoon","noun","kaşık","Eat your soup with a spoon. Çorbayı kaşıkla ye."
"A1 3 F","spot","noun","leke, benek","The puppy has black spots on its white fur. Yavru köpeğin beyaz kürkünün üzerinde siyah benekler var."
"A1 3 F","spotted","adjective","benekli","She is wearing a spotted red dress. Benekli kırmızı bir elbise giyiyor."
"A1 3 F","spring","noun","ilkbahar","Flowers bloom everywhere in spring. İlkbaharda her yerde çiçekler açar."
"A1 3 F","stadium","noun","stadyum","Thousands of fans filled the football stadium. Binlerce taraftar futbol stadyumunu doldurdu."
"A1 3 F","stage (theatre)","noun","sahne (tiyatro)","The actors walked onto the theatre stage. Aktörler tiyatro sahnede yürüdü."
"A1 3 F","stamp","noun","pul (posta pulu)","She collects rare stamps from all over world. Dünyanın her yerinden nadir pullar topluyor."
"A1 3 F","stay","verb","kalmak","We stayed at a luxury hotel during the trip. Gezi sırasında lüks bir otelde kaldık."
"A1 3 F","step","noun","adım","Take a step forward, please. Lütfen bir adım ileri at."
"A1 3 F","still","adverb","hala","He is still sleeping in his room. Hala odasında uyuyor."
"A1 3 F","stone","noun","taş","He tripped over a large stone on the road. Yolda büyük bir taşa takılıp düştü."
"A1 3 F","storm","noun","fırtına","A heavy storm is coming from the sea. Denizden şiddetli bir fırtına geliyor."
"A1 3 F","straight on","adverb","dosdoğru ileri","Walk straight on and you will see the shop. Dosdoğru ileri yürü, dükkanı göreceksin."
"A1 3 F","strange","adjective","tuhaf, garip","I heard a strange noise outside last night. Dün gece dışarıda tuhaf bir ses duydum."
"A1 3 F","strawberry","noun","çilek","I like eating fresh strawberries in summer. Yazın taze çilek yemeyi severim."
"A1 3 F","stream","noun","dere, çay","A clear stream flows through the green valley. Yeşil vadi içinden berrak bir dere akıyor."
"A1 3 F","stripe","noun","çizgi, şerit","The tiger has black stripes on its body. Kaplanın vücudunda siyah çizgiler vardır."
"A1 3 F","striped","adjective","çizgili","He is wearing a striped blue shirt. Çizgili mavi bir gömlek giyiyor."
"A1 3 F","student","noun","öğrenci","She is an ambitious English student. O çalışkan bir İngilizce öğrencisidir."
"A1 3 F","study","verb","çalışmak, ders çalışmak","He is studying hard for the exam. Sınav için çok çalışıyor."
"A1 3 F","subject","noun","ders, konu","Maths is my favorite school subject. Matematik benim en sevdiğim okul dersidir."
"A1 3 F","such","determiner","böyle, öyle","It was such a nice day for a picnic. Piknik için öylesine güzel bir gündü ki."
"A1 3 F","suddenly","adverb","ansızın, aniden","Suddenly, it started to rain heavily. Aniden şiddetli yağmur yağmaya başladı."
"A1 3 F","sugar","noun","şeker","Do you take sugar in your tea? Çayına şeker koyar mısın?"
"A1 3 F","suitcase","noun","bavul, valiz","He packed his clothes in a large suitcase. Kıyafetlerini büyük bir bavula yerleştirdi."
"A1 3 F","summer","noun","yaz (mevsimi)","We usually go to the seaside in summer. Genellikle yazın deniz kenarına gideriz."
"A1 3 F","sunglasses","noun","güneş gözlüğü","Wear your sunglasses, the sun is very bright. Güneş gözlüğünü tak, güneş çok parlak."
"A1 3 F","sure","adjective","emin","Are you sure about this plan? Bu plan hakkında emin misin?"
"A1 3 F","surname","noun","soyadı","What is your family surname? Ailenizin soyadı nedir?"
"A1 3 F","surprise","noun","sürpriz","We planned a birthday surprise for him. Onun için bir doğum günü sürprizi planladık."
"A1 3 F","swan","noun","kuğu","White swans are swimming in the lake. Gölün içinde beyaz kuğular yüzüyor."
"A1 3 F","swing","noun + var","salıncak / sallanmak","Children love playing on the garden swing. Çocuklar bahçe salıncağında sallanmayı sever."
"A1 3 F","take (as in time e.g. it takes 20 minutes)","verb","sürmek (zaman alımını belirtmek)","It takes twenty minutes to walk to school. Okula yürümek yirmi dakika sürüyor."
"A1 3 F","taste","noun + var","tat / tatmak, lezzeti olmak","This soup tastes delicious. Bu çorba çok lezzetli tadıyor."
"A1 3 F","taxi","noun","taksi","We took a taxi to reach the station quickly. İstasyona hızlıca ulaşmak için taksi tuttuk."
"A1 3 F","team","noun","takım, ekip","Our school football team won the match. Okul futbol takımı maçı kazandı."
"A1 3 F","telephone","noun","telefon","She answered the telephone immediately. Telefonu hemen cevapladı."
"A1 3 F","tent","noun","çadır","We camped in a green tent by the lake. Göl kenarında yeşil bir çadırda kamp yaptık."
"A1 3 F","thank","verb","teşekkür etmek","I want to thank you for your great help. Büyük yardımın için sana teşekkür etmek istiyorum."
"A1 3 F","theatre (US theater)","noun","tiyatro","We watched a wonderful play at the theatre. Tiyatroda harika bir oyun izledik."
"A1 3 F","thousand","noun","bin (sayı)","There are a thousand students in our school. Okulumuzda bin öğrenci var."
"A1 3 F","through","preposition","içinden, baştan başa","The train went through a dark tunnel. Tren karanlık bir tünelin içinden geçti."
"A1 3 F","tidy","adj + var","düzenli / toplamak, düzenlemek","Keep your bedroom clean and tidy. Yatak odanı temiz ve düzenli tut."
"A1 3 F","time","noun","zaman, vakit","What time is it now? Saat şimdi kaç?"
"A1 3 F","timetable","noun","ders programı, tarife","Check the school timetable for lessons. Dersler için okul programını kontrol et."
"A1 3 F","toe","noun","ayak parmağı","He hurt his big toe playing football. Futbol oynarken baş parmağını incitti."
"A1 3 F","together","adverb","birlikte","We always study English together. Her zaman birlikte İngilizce çalışıyoruz."
"A1 3 F","tomorrow","adv + noun","yarın","Tomorrow is a public holiday. Yarın resmi tatildir."
"A1 3 F","tonight","adv + noun","bu gece","What are your plans for tonight? Bu gece için planların neler?"
"A1 3 F","torch (US ﬂashlight)","noun","el feneri","Use a torch to see in the dark cellar. Karanlık kilerde görmek için el feneri kullan."
"A1 3 F","tortoise","noun","kaplumbağa","A tortoise moves very slowly. Bir kaplumbağa çok yavaş hareket eder."
"A1 3 F","touch","verb","dokunmak","Don't touch the wet paint. Islak boyaya dokunma."
"A1 3 F","tour","noun","tur, gezi","We took a guided tour of the old city. Eski şehrin rehberli turuna katıldık."
"A1 3 F","traffc","noun","trafik","There is heavy traffic on the road today. Bugün yolda yoğun trafik var."
"A1 3 F","trainers","noun","spor ayakkabı","I wear comfortable trainers for running. Koşmak için rahat spor ayakkabılar giyerim."
"A1 3 F","tune","noun","melodi, ezgi","She is humming a cheerful tune. Neşeli bir melodi mırıldanıyor."
"A1 3 F","turn","verb","dönmek, çevirmek","Turn right at the traffic lights. Trafik ışıklarından sağa dön."
"A1 3 F","turn off","verb","kapatmak (cihazı vb.)","Turn off the lights before leaving the room. Odadan çıkmadan önce lambaları kapat."
"A1 3 F","turn on","verb","açmak (cihazı vb.)","Turn on the TV, the news is starting. Televizyonu aç, haberler başlıyor."
"A1 3 F","twice","adverb","iki kez","I visited my grandparents twice this week. Bu hafta büyükannemi iki kez ziyaret ettim."
